Intel Name,Intel Source,Intel Source Link,Intel Summary,Impact,Date of Scan,Intel Push to ATS
State sponsored groups leveraging RU-UA conflict , Checkpoint, https://research.checkpoint.com/2022/state-sponsored-attack-groups-capitalise-on-russia-ukraine-war-for-cyber-espionage/, Researchers from CheckPoint provides  an overview of several campaigns by different APT groups using the ongoing Russia-Ukraine war to increase the efficiency of their campaigns. They also discuss the victimology of these campaigns; the tactics used  and provides technical analysis of the observed malicious payloads and malware  specially crafted for this cyber-espionage., MEDIUM,2022-04-04, Yes
Hive Ransomware leveraging IPfuscation Technique, SentinelOne, https://www.sentinelone.com/blog/hive-ransomware-deploys-novel-ipfuscation-technique/, Researchers at SentinelOne have discovered a new obfuscation technique used by the Hive ransomware gang  which involves IPv4 addresses and a series of conversions that eventually lead to downloading a Cobalt Strike beacon. , MEDIUM,2022-04-04, Yes
Acid Rain wiper malware targets Viasat KA-SAT modems, SentinelOne, https://www.sentinelone.com/labs/acidrain-a-modem-wiper-rains-down-on-europe/, Sentinel Labs researchers a new modern wiper AcidRain which have beeb targeting Europe and on Viasat KA-SAT modems. This wiper is an ELF MIPS malware designed to wipe modems and routers., MEDIUM,2022-04-04, Yes
Mars InfoStealer new operation, Morphisec, https://blog.morphisec.com/threat-research-mars-stealer, Morphisec Labs team has analysed a campaign  where the actor distributed Mars Stealer via cloned websites offering well-known software. Morphisec team has attributed this actor to a Russian national by looking at the screenshots and keyboard details from the extracted system.txt., MEDIUM,2022-04-04, Yes
Spoofed Invoice delivering IcedID Trojan, Fortinet, https://www.fortinet.com/blog/threat-research/spoofed-invoice-drops-iced-id, FortiGuard Labs encountered spearphishing campaign targeting a fuel company in Kyiv Ukraine. The email contains an attached zip file  which also contains a invoice file claiming to be from another fuel company. IcedID trojan drop via main.dll in windows registry., MEDIUM,2022-04-01, Yes
Deep Panda APT group exploiting Log4shell, Fortinet, https://www.fortinet.com/blog/threat-research/deep-panda-log4shell-fire-chili-rootkits, FortiGuard Labs detected an opportunistic campaign by the Chinese nation-state “Deep Panda” APT group exploiting the Log4Shell vulnerability in VMware Horizon servers belonging to the financial  academic  cosmetics  and travel industries., MEDIUM,2022-04-01, Yes
Spring4Shell Vulnerability, Securonix, https://www.securonix.com/blog/detection-and-analysis-of-spring4shell/, Securonix Threat Research team has identified a currently unpatched zero-day vulnerability in Spring Core  a widely used Java-based platform with cross platform support.  Early details claim that the bug would allow full remote code execution (RCE) to affected systems. , HIGH,2022-04-01, Yes
Chromium Based Browser Vulnerability, Google, https://chromereleases.googleblog.com/2022/03/stable-channel-update-for-desktop_25.html, Google is urging users on Windows  macOS  and Linux to update Chrome builds to version 99.0.4844.84  following the discovery of a vulnerability that has an exploit in the wild., MEDIUM,2022-03-31, Yes
Transparent Tribe targets Indian government and military , Cisco Talos, https://blog.talosintelligence.com/2022/03/transparent-tribe-new-campaign.html, Cisco Talos researchers has identified a new campaign by Transparent Tribe targeting Indian government and military bodies. The Threat actor is leveraging CrimsonRAT for infecting the victims., MEDIUM,2022-03-31, Yes
Multiple APT groups targeting Eastern Europe, Google, https://blog.google/threat-analysis-group/tracking-cyber-activity-eastern-europe/, Google TAG researchers has tracked 3 APT groups targeting government  military organisations in Ukraine  Kazakhstan  Mongolia and NATO forces in Eastern Europe. All 3 APT groups conducting phishing campaigns to against the targets., MEDIUM,2022-03-31, Yes
Verblecon - A New Malware Loader , Symantec, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/verblecon-sophisticated-malware-cryptocurrency-mining-discord, Symantec researchers has identifed a malware named Trojan.Verblecon  which has being leveraged in attacks that appear to have installing cryptocurrency miners on infected machines as their end goals. However  the capabilities of this malware indicate that it could be highly dangerous if leveraged in ransomware or espionage campaigns., LOW,2022-03-31, Yes
Emotet New IoC and New Pattern, Cisco, https://blogs.cisco.com/security/emotet-is-back, Cisco conducted research to find new Emotet IOCs and URL patterns related to this new wave in Emotet activity since it’s re-emergence in November 2021. Cisco researchers summarizes the Emotet (Geodo/Heodo) malware threat  it’s lifecycle  and typical detectable patterns., MEDIUM,2022-03-30, Yes
BitRAT malware disguised as office Installer, ASEC, https://asec.ahnlab.com/en/33024/, ASEC REsearchers has analysed a BitRAT malware sample which is being distributed as office installer with different files. The malware is being distributed actively via file-sharing websites such as Korean webhards., LOW,2022-03-30, Yes
Kimsuky distributing VB Script disguised as PDF Files, ASEC, https://asec.ahnlab.com/en/33032/, ASEC Researchers has identified an APT attacks by a group called Kimsuky  using VB Script disguised as PDF files. Upon running the script file with the VBS extension  the malware runs the innocuous PDF file that exists internally to trick the user into thinking that they opened an innocuous document file and uses a malicious DLL file to leak information., LOW,2022-03-30, Yes
Purple Fox using New variant of FatalRat, Trend Micro, https://www.trendmicro.com/en_us/research/22/c/purple-fox-uses-new-arrival-vector-and-improves-malware-arsenal.html, Trend Micro Research were tracking an threat actor named 'Purple Fox'  and their activities. Researchers identified Purple Fox’s new arrival vector and the early access loaders we believe are associated with the intrusion set behind this botnet. The operators are updating their arsenal with new malware  including a variant of the remote access trojan FatalRAT that they seem to be continuously upgrading., MEDIUM,2022-03-29, Yes
New Conversation Hijacking Campaign Delivering IcedID, Intezer, https://www.intezer.com/blog/research/conversation-hijacking-campaign-delivering-icedid/, Researcher from Intezer provides a technical analysis of a new campaign which initiates attacks with a phishing email that uses conversation hijacking to deliver the IcedID malware., MEDIUM,2022-03-29, Yes
Conti Ransomware new update, Zscaler, https://www.zscaler.com/blogs/security-research/conti-ransomware-attacks-persist-updated-version-despite-leaks, Researchers at Zscaler ThreatLabz has been following Conti Ransomware group and identified an updated version of Conti ransomware as part of the global ransomware tracking efforts  which includes improved file encryption  introduced techniques to better evade security software  and streamlined the ransom payment process., MEDIUM,2022-03-28, Yes
Muhstik Gang targets Redis Servers, Juniper, https://blogs.juniper.net/en-us/security/muhstik-gang-targets-redis-servers, Researchers at Juniper Threat Labs has revealed an attack that targets Redis Servers using a recently disclosed vulnerability  namely CVE-2022-0543. This vulnerability exists in some Redis Debian packages. The payload used is a variant of Muhstik bot that can be used to launch DDOS attacks., MEDIUM,2022-03-28, Yes
JSSLoader RAT delivered through XLL Files, Morphisec, https://blog.morphisec.com/new-jssloader-trojan-delivered-through-xll-files, Morphisec labs has discovered a new variant of JSSLoader RAT. JSSLoader is a small  very capable .NET remote access trojan (RAT). Its capabilities include data exfiltration  persistence  auto-updating  additional payload delivery  and more. Moreover  attacker are now using .XLL files to deliver and obfuscated version of JSSLoader., LOW,2022-03-25, Yes
Chinese APT Scarab targets Ukraine, SentinelOne, https://www.sentinelone.com/labs/chinese-threat-actor-scarab-targeting-ukraine/, Researchers at Sentinel Labs has further analysed the alert #4244 released by Ukrainian CERT on 22nd March  2022  which states about the malicious activity of UAC-0026 threat group. Sentinel team has confirmed UAC-0026 attribution with Chinese APT group called Scarab., MEDIUM,2022-03-25, Yes
Tax Season and Refugee war scams delivering Emotet, Fortinet, https://www.fortinet.com/blog/threat-research/bad-actors-capitalize-current-events-email-scams, FortiGuard Labs Research team has anlaysed emails related to tax season and the Ukrainian conflict. The Phishing emails are attributed to an unfamous malware called 'Emotet' are affecting Windows platform  and compromised machines are under the control of the threat actor  further stole personally identifiable information (PII)  credential theft  monetary loss  etc., MEDIUM,2022-03-25, Yes
Operation Dragon Castling, Avast, https://decoded.avast.io/luigicamastra/operation-dragon-castling-apt-group-targeting-betting-companies/, Researchers from Avast found an APT campaign dubbed Operation Dragon Castling which has been targeting betting companies in Southeast Asian countries.The campaign has similarities with several old malware samples used by an unspecified Chinese-speaking APT group. , LOW,2022-03-25, Yes
Crypto Phishing, Confiant, https://blog.confiant.com/a-whirlwind-tour-of-crypto-phishing-8628da0a9e38, Researcher at Confiant has looked at several chains that start with an ad and end with cryptocurrency theft  usually via phishing., LOW,2022-03-24, Yes
New variants of Arkei Stealer, ISC.SANS, https://isc.sans.edu/diary.html?date=2022-03-23, Researchers at SANS InfoSec Diary blog has analysed Vidar  Oski and Mars stealer variants of Arkei Stealer malware. Researchers also found legitimate DLL files has been used by Vidar  Oski and Mars variants  which are hosted on the same C2 server., LOW,2022-03-24, Yes
Meris and TrickBot joined Hands, Avast, https://decoded.avast.io/martinhron/meris-and-trickbot-standing-on-the-shoulders-of-giants/, As per Avast researchers Meris backdoor and Trickbot have joined hands. The botnet is known to exploit a known vulnerability in the Winbox component of MikroTik routers (CVE-2018-14847)  enabling the attackers to gain unauthenticated  remote administrative access to any affected device., MEDIUM,2022-03-24, Yes
Midas Ransomware - A Thanos Ransomware variant, Zscaler, https://www.zscaler.com/blogs/security-research/midas-ransomware-tracing-evolution-thanos-ransomware-variants, Researchers at Zscaler has analysed variants of Thanos ransomware and identified the shifting of tactics by the ransomware in 2021. Thanos ransomware was first identified in Feb 2020 as a RaaS on darkweb. In 2021  Thanos source code got leaked  after that lot of variants has been identified by the researchers. One of the latest variant is Midas., LOW,2022-03-24, Yes
Vidar Malware hidden in Microsoft Help file, Trustwave, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/vidar-malware-launcher-concealed-in-help-file/, Trustwave Spider Labs researchers has detected a vidar malware based phishing campaign that abuses Microsoft HTML help files. Vidar is Windows spyware and an information stealer available for purchase by cybercriminals. Vidar can harvest OS & user data  online service and cryptocurrency account credentials  and credit card information., MEDIUM,2022-03-24, Yes
Arid Viper using Arid Gopher malware, deepinstinct, https://www.deepinstinct.com/blog/arid-gopher-the-newest-micropsia-malware-variant, Researchers from Deep Instinct's Threat Research team discovered a never before seen Micropsia malware dubbed Arid Gropher and is attributed to Arid Viper. , MEDIUM,2022-03-24, Yes
Operation DreamJob and AppleJeus, Google, https://blog.google/threat-analysis-group/countering-threats-north-korea/, Researchers from google discovered two new North Korean backed threat actors exploiting a remote code execution vulnerability in Chrome  CVE-2022-0609.hese groups' activity has been publicly tracked as Operation Dream Job and Operation AppleJeus. These campaigns have been targeting U.S based organizations., MEDIUM,2022-03-24, Yes
Conti Ransomware Affiliate Exposed, eSentire, https://www.esentire.com/blog/conti-affiliate-exposed-new-domain-names-ip-addresses-and-email-addresses-uncovered-by-esentire, Researchers at eSentire has been tracking the movements of Conti gang for over two years  and now publishing new set of indicators  which are currently being used by Conti affiliate. Researchers analysis also focus on the infrastructre used by the gang., MEDIUM,2022-03-24, Yes
Password stealer disguised as private Fortnite server, Avast, https://blog.avast.com/password-stealer-disguised-as-fortnite-server-spreading-on-discord, Researchers at Avast have identified a password stealer malware  disguised as private Fortnite server  where users can meet for a private match  and use skins for free. The malware is being heavily propagated on communications platform Discord., LOW,2022-03-24, Yes
ClipBanker Malware disguised as Malware Creation Tool, ASEC, https://asec.ahnlab.com/en/32825/, ASEC Team has indentified a ClipBanker malware  which disguised as malware creation tool. ClipBanker malware monitors the clipbooard of the infected system and if the malware copies a string for a coin wallet address  then changes its to the address designated by the attacker., LOW,2022-03-23, Yes
UAC-0026 targets Ukraine by HeaderTIP malware, CERT-UA, https://cert.gov.ua/article/38097, CERT UA identified yet another nefarious malware dubbed headerTip which leveraged to drop additional DLL files to the infected instance and this has been targeting the nfrastructure of Ukrainian state bodies and organizations across the country., MEDIUM,2022-03-23, Yes
Document-borne APT attack targeting Carbon emissions companies, ASEC, https://asec.ahnlab.com/en/32822/, ASEC Team has analysed a malicious word document titled '**** Carbon Credit Institution.doc'  which user downloaded thorugh a web browser. The team identified the malicious document from the logs collected by their Smart Defense tool. The malicious document comes with macro code   and it is likely that its internal macro code runs wscript.ex., LOW,2022-03-23, Yes
Clipper malware disguised as AvD Crypto Stealer, Cyble, https://blog.cyble.com/2022/03/22/hunters-become-the-hunted/, Researchers at Cyble has discovered a new malware dubbed as 'AvD crypto stealer'  but it is does not function as crypto stealer. However  it disguised variant of well-known clipper malware  and it has capability of read and edit any text copied by vicitm., LOW,2022-03-23, Yes
DoubleZero Destructive Malware targets Ukrainian firms, CERT-UA, https://cert.gov.ua/article/38088  https://socprime.com/blog/doublezero-destructive-malware-used-in-cyber-attacks-at-ukrainian-companies-cert-ua-alert/, On March 17  CERT-UA found presence of a destructive malware dubbed as DoubleZero targeting Ukrainian firms. The malware erases files and destroys certain registry branches on the infected machine., MEDIUM,2022-03-23, Yes
Vermin (UAC-0020) targets Ukraine Govt using Spectr malware, CERT-UA, https://cert.gov.ua/article/37815  https://socprime.com/blog/vermin-uac-0020-hacking-collective-hits-ukrainian-government-and-military-with-spectr-malware/, On March 17  CERT-UA found an active spear phishing campaign delivering SPECTR malware. The campaign was initiated by Vermin aks UAC-0020 who are associated with Luhansk People’s Republic (LPR)., MEDIUM,2022-03-23, Yes
Phishing Campaign using QR code targets Ukraine, CERT-UA, https://cert.gov.ua/article/37788, CERT UA discovered the distribution of e-mails that mimic messages from UKR.NET and contain a QR code encoding a URL created using one of the URL-shortener services and it was attributed with low confidence to APT28., MEDIUM,2022-03-23, Yes
Mustang Panda deploying new Hodur Malware, WeLiveSecurity, https://www.welivesecurity.com/2022/03/23/mustang-panda-hodur-old-tricks-new-korplug-variant/, A new cyber espionage campaign has been discovered by researchers from ESET in which APT group Mustang Panda who is China linked was deploying Hodur malware. The victims are from east and southeast Asia., MEDIUM,2022-03-23, Yes
Serpent Backdoor_Seeder_Queries_21/03/22, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, MEDIUM,2022-03-22, Yes
Malware disguised as a Windows Help File, ASEC, https://asec.ahnlab.com/en/32800/, ASEC Team has discovered a malware disguised as Windows Help File (*.chm) and targeting Korean users. The CHM File is complied HTML Help file  which is executed via Microsoft HTML help executable program. After executing CHM File  it downloads additional malicious files., LOW,2022-03-22, Yes
BitRAT distributed via webhards, ASEC, https://asec.ahnlab.com/en/32781/, ASEC team has analysed a malware which is being distributed via webhards  they identified malware as BitRAT. The attacker disguised the malware as Windows10 license verification tool and to lure the netizens attacker named the installer as 'New Quick Install Windows License Verification' One-click., MEDIUM,2022-03-22, Yes
DarkHotel APT New Campaign, Trellix, https://www.trellix.com/en-us/about/newsroom/stories/threat-labs/suspected-darkhotel-apt-activity-update.html, Trelix researchers discovered a first stage malicious campaign targeting luxury hotels in Macao  China since last 5 months and the attack has been attributed to South Korean APT group DarkHotel., LOW,2022-03-22, Yes
APT35 Automates Initial Access Using ProxyShell, DFIR Report, https://thedfirreport.com/2022/03/21/apt35-automates-initial-access-using-proxyshell/, Researchers at DFIR report observed an intrusion attributed to APT35 exploiting ProxyShell vulnerabilities followed by some further post-exploitation activity  which included web shells  credential dumping  and specialized payloads., MEDIUM,2022-03-22, Yes
 UAC-0035/InvisiMole targeting Ukrainain government, CERT-UA, https://cert.gov.ua/article/37829, CERT-UA identified cyberattacks being launched by the UAC-0035/InvisiMole threat group targeting Ukrainain government organisations using phishing campaigns. InvisiMole is likely a subgroup connected to the Russia-sponsored Gamaredon group., LOW,2022-03-22, Yes
Serpent Backdoor Targets French government firms, Proofpoint, https://www.proofpoint.com/us/blog/threat-insight/serpent-no-swiping-new-backdoor-targets-french-entities-unique-attack-chain, ProofPoint researchers identified a targeted attack leveraging an open-source package installer Chocolatey to deliver a backdoor. The backdoor was dubbed as Serpent and target has been French firms in cinstruction and real estate., MEDIUM,2022-03-22, Yes
SurTr Ransomware recent activity, Arete, https://areteir.com/surtr-ransomware-pays-tribute-to-revil/, Researchers from Arete investigated a security incident involving Surtr ransomware which made registry key change to the infected host to pay tribute to REvil group., LOW,2022-03-22, Yes
LokiLocker RaaS Targets Windows Systems, Blackberry, https://blogs.blackberry.com/en/2022/03/lokilocker-ransomware, A new ransomware as a service has been identified by BlackBerry researchers dubbed as LokiLocker. It targets English-speaking victims and Windows. The threat was first seen in the wild in mid-August 2021. LokiLocker encrypts victim’s files on local drives and network shares with a standard combination of AES for file encryption and RSA for key protection., MEDIUM,2022-03-21, Yes
BlackCat and BlackMatter ransomware connection, Cisco Talos, https://blog.talosintelligence.com/2022/03/from-blackmatter-to-blackcat-analyzing.html, Cisco Talos researchers analysed relation between BlackCat ransomware and BlackMatter ransomware. Researchers has concluded with moderate confidence that the same affiliate are behind both the ransomware operators  as same C2 Infrastructure used for certain attacks., MEDIUM,2022-03-21, Yes
CAKETAP Rootkit deployed by UNC2891, Mandiant, https://www.mandiant.com/resources/unc2891-overview, Security researchers from Mandiant came across a new Unix rootkit called CakeTap that was used to steal ATM banking data. This rootkit was leveraged by UNC2891., MEDIUM,2022-03-21, Yes
DirtyMoe malware, Avast, https://decoded.avast.io/martinchlumecky/dirtymoe-5/, Researchers from Avast warned of the rapid growth of the DirtyMoe botnet  which passed from 10 000 infected systems in 2020 to more than 100 000 in the first half of 2021. Experts defined DirtyMoe as a complex malware that has been designed as a modular system. The Windows botnet has been active since late 2017  it was mainly used to mine cryptocurrency  but it was also involved in DDoS attacks in 2018., LOW,2022-03-21, Yes
Conti Gang working with IAB, Google, https://blog.google/threat-analysis-group/exposing-initial-access-broker-ties-conti/, Google TAG team has discovered an operations of a threat actor dubbed 'EXOTIC LILY ' an initial access broker linked to the Conti and Diavol ransomware operations. EXOTIC LILY was first spotted exploiting a zero-day vulnerability in Microsoft MSHTML (CVE-2021-40444). After further investigation  it is determined that EXOTIC LILLY is an  initial access broker that uses large-scale phishing campaigns to breach targeted corporate networks., MEDIUM,2022-03-21, Yes
GhostWriter New Espionage Campaign Update, QI-ANXIN Threat Intelligence Center, https://ti.qianxin.com/blog/articles/Analysis-of-attack-activities-of-suspected-aptorganization-unc1151-against-ukraine-and-other-countries/, CERT-UA found and analysed a malicious zip file  which contains the Microsoft Compiled HTML Help file named dovidka.chm. The malicious file was designed to spread malware for espionage purposes against targets located in Ukraine that displays the logos of the Ukrainian President’s office and secret services with content relating to advice on dealing with the bombing., MEDIUM,2022-03-21, Yes
Cobalt Strike-an effective emulator, Palo Alto, https://unit42.paloaltonetworks.com/cobalt-strike-malleable-c2-profile/, Cobalt Strike is a tool that emulates command and control communications  and is widely used in real-world attacks  but can also be used as a way to evade traditional firewall defenses. Cobalt Strike users control Beacon’s HTTP indicators through a profile  and can select either the default profile or a customizable Malleable C2 profile., LOW,2022-03-21, Yes
Cyclops Blink malware targets Asus Router, Trend Micro, https://www.trendmicro.com/en_us/research/22/c/cyclops-blink-sets-sights-on-asus-routers--.html, Researchers from TrendMicro have analyzed technical capabilities of the Cyclops Blink malware variant that has been targeting ASUS routers and provides an extensive list of more than 150 current and historical Command and Control (C2) servers of the Cyclops Blink botnet., HIGH,2022-03-21, Yes
EXOTIC LILY/BazarLoader_TTP_Seeder_Queries_18/03/22, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-03-21, Yes
CONTI & EMOTET Infrastructure, Dragos, https://www.dragos.com/blog/industry-news/suspected-conti-ransomware-activity-in-the-auto-manufacturing-sector/, Researchers at Dragos has observed consistent network communication between the Emotet ransomware group and automotive manufacturers across North America and Japan  which is suspected to be controlled by the Conti ransomware., LOW,2022-03-21, Yes
Qakbot infection with Cobalt Strike and VNC, ISC.SANS, https://isc.sans.edu/forums/diary/Qakbot+infection+with+Cobalt+Strike+and+VNC+activity/28448/, Researchers at SANS has disected, MEDIUM,2022-03-18, Yes
Gh0stCringe RAT targets MS-SQL and MySQL servers, ASEC, https://asec.ahnlab.com/en/32572/, ASEC team has analysed and monitored a malware which being distrbuted to vulnerable MySQL and MSSQL servers. ASEC Team named the malware as Gh0stCringe  also known as CirenegRAT. , MEDIUM,2022-03-17, Yes
WIZARD SPIDER massive phishing campaign, Prevailion, https://www.prevailion.com/what-wicked-webs-we-unweave/, Researchers at Prevailion earlier this year has identified a massive phishing campaign focused on collecting credentials of Naver users. Naver is a popular South Korean online platform comparable to Google  that offers a variety of services (e.g.  email  news  and search  among many others). Researchers found overlaps with infrastructure  which is historically linked with WIZARD SPIDER  a Russian-based threat actor motivated towards initial access and ransomware operations., MEDIUM,2022-03-17, Yes
CaddyWiper TTP_Seeder_Queries_15/03/222, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-03-16, Yes
CaddyWiper Malware, ESET, https://twitter.com/ESETresearch/status/1503436420886712321  https://securityintelligence.com/posts/caddywiper-malware-targeting-ukrainian-organizations/  https://blog.talosintelligence.com/2022/03/threat-advisory-caddywiper.html, ESET Researcher has idenfied third Wiper malware impacting Ukraine  dubbed as CaddyWiper. This wiper is relatively smaller compiled size of just 9KB than previous wiper attacks. This is a developing threat  currently only one hash is available., HIGH,2022-03-16, Yes
Russian Threat Actors exploits PrintNightMare Vulnerability, CISA, https://www.cisa.gov/uscert/ncas/alerts/aa22-074a, In an Joint Advisory by FBI & CISA  they are warning organizations that Russian state-sponsored threat actors have gained network access through exploitation of default MFA protocols and a known vulnerability. This advisory also provides TTPs  IOCs  and recommendations to protect against Russian state-sponsored malicious cyber activity. , HIGH,2022-03-16, Yes
Pandora Ransomware, Cyble, https://blog.cyble.com/2022/03/15/deep-dive-analysis-pandora-ransomware/, Cyble Research Labs has analysed a sample of Pandora ransomware. After analysing the sampled Cyble believe that Pandora ransomware is a re-brand of ROOK ransomware  as they observed similar behaviour in the past. Pandora ransomware gang is suspected of leveraging the double extortion method., MEDIUM,2022-03-16, Yes
B1txor20 Botnet exploits Log4j vulnerability, netlab360, https://blog.netlab.360.com/b1txor20-use-of-dns-tunneling_en/, Researchers at Qihoo 360's Netlab has captured an ELF file on their honeypot system  which was first observed propagating through the Log4j vulnerability on February 9  2022. After closely analysing the file  they named it B1txor20  based on the propogation using the file name 'b1t ' the XOR encryption algorithm  and the RC4 algorithm key length of 20 bytes., MEDIUM,2022-03-16, Yes
EnemyBot - Linux based Botnet, Securonix, https://www.securonix.com/blog/detecting-the-enemybot-botnet-advisory/, Securonix Threat Labs has identified a Linux based botnet  dubbed as EnemyBot. STL correlates EnemyBot to LolFMe botnet  which contains similar strings such as “watudoinglookingatdis”. The EnemyBot malware also have ability to steal data via HTTP POST  which STL identified in their analysis  the malware was sending the data back to the original IP address. , HIGH,2022-03-16, Yes
Decoding Dannabot malware, Security Soup, https://security-soup.net/decoding-a-danabot-downloader/, A researcher on security soup wrote about VBS based DanaBot downloader which have added pbfuscation scheme and few other TTPs to its arsenal., LOW,2022-03-15, Yes
Dirty Pipe vulnerability in Linux kernel, SecureList, https://securelist.com/cve-2022-0847-aka-dirty-pipe-vulnerability-in-linux-kernel/106088/, Security researcher Max Kellermann discovered a high severity vulnerability in the Linux kernel  which can be used for local privilege escalation. It affects the Linux kernels from 5.8 through any version before 5.16.11  5.15.25 and 5.10.102  and can be used for local privilege escalation. , HIGH,2022-03-15, Yes
North KoreanTTP/Babyshark Campaign_Seeder_Queries_15/03/22, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-03-15, Yes
NIGHT SPIDER Zloader Campaign, CrowdStrike, https://www.crowdstrike.com/blog/falcon-overwatch-uncovers-ongoing-night-spider-zloader-campaign/, Researchers from CrowdStrike tracked an ongoing  widespread intrusion campaign leveraging bundled .msi installers to trick victims into downloading malicious payloads alongside legitimate software. This was used to execute NIGHT SPIDER’s Zloader trojan., LOW,2022-03-15, Yes
GrimPlant and GraphSteel used to attack Ukraine, CERT-UA, https://cert.gov.ua/article/37704  https://socprime.com/blog/cobalt-strike-beacon-grimplant-and-graphsteel-malware-massively-spread-by-uac-0056-threat-actors-in-targeted-phishing-emails-cert-ua-alert/, CERT-UA identified cyberattacks being launched by the UAC-0056 threat group targeting state authorities of Ukraine using phishing emails with instructions on improving information security that would deliver an executable leading to a Cobalt Strike beacon., MEDIUM,2022-03-15, Yes
Brazilian trojan targets Portuguese users, seguranca-informatica, https://seguranca-informatica.pt/brazilian-trojan-impacting-portuguese-users-and-using-the-same-capabilities-seen-in-other-latin-american-threats/#.Yi8lzRBBxHb, A new variant of Brazilian trojan have targeted users from Portugal and there seems to be no difference in terms of sophistication in contrast to other well-known trojans such as Maxtrilha  URSA  and Javali.The trojan has been disseminated via phishing templates impersonating Tax services in Portugal., LOW,2022-03-14, Yes
TunnelVision exploits VMWare Horizon Servers, esentire, https://www.esentire.com/blog/exploitation-of-vmware-horizon-servers-by-tunnelvision-threat-actor, Researchers from esentire found suspicious account creation and credential harvesting attempts on a customer’s endpoint and it was tracked to VMware Horizon server. The attack with high confidence was linked to TunnelVision Iranian-aligned threat actor., MEDIUM,2022-03-14, Yes
Russian Threat Actors using Google Ad Delivery Network, NovaSOC, https://innovatecybersecurity.com/security-threat-advisory/novasoc-catches-russian-actors-utilizing-google-ad-delivery-network-to-establish-browser-connections/, Researchers from Novasoc caught Russian Actors Utilizing Google Ad Delivery Network to Establish Browser Connections. Russian IP addresses has been using the Google ad delivery network as a mechanism to initiate client network connections. , MEDIUM,2022-03-14, Yes
Formbook/XLoader targets Ukraine Government Officials, Netskope, https://www.netskope.com/blog/new-formbook-campaign-delivered-through-phishing-emails  https://github.com/netskopeoss/NetskopeThreatLabsIOCs/tree/main/Formbook/IOCs, Netskope Threat Labs has analysed a phishing email targeting high-rank government officials in Ukraine. The email seems to be part of new spam campaign  which contians infected spreadsheet. The email also contians a .NET executable  responsible for loading Formbook malware in a multi-stage chain., MEDIUM,2022-03-14, Yes
CryptBot Infostealer disguised as Cracked Software, Blackberry, https://blogs.blackberry.com/en/2022/03/threat-thursday-cryptbot-infostealer, Researchers from BlackBerry cam across a new and improved version of the malicious infostealer CryptBot which have been released via compromised pirated sites which appear to offer “cracked” versions of popular software and video games., LOW,2022-03-14, Yes
Disguised malware exploit Ukrainian sympathizers- Liberator tool analysis, Cisco Talos, https://blog.talosintelligence.com/2022/03/threat-advisory-cybercriminals.htmll, Researchers analysed the malware/tool called 'Liberator' by disBalancer group. Furthermore the post has been updated with two new IoCs., MEDIUM,2022-03-14, Yes
Kwampirs Malware Linked to Shamoon APT, Cylera, https://resources.cylera.com/hubfs/Cylera%20Labs/Cylera%20Labs%20Kwampirs%20Shamoon%20Technical%20Report.pdf, Cylera Labs assess with medium to high confidence that Shamoon and Kwapirs are the same group or close collaborators  sharing updates  techniques and code over the course of multiple years. Evolution of Kwampris and its connections with Shamoon 1 and 2 are also well documented in the recent report by Cylera., MEDIUM,2022-03-14, Yes
Remcos RAT distribution campaign take advantage of Ukraine Invasion , Cisco Talos, https://blog.talosintelligence.com/2022/03/ukraine-invasion-scams-malware.html, Cisco Talos Reserachers has observed that Threat Actors are using Email lures themes related to Russia-Ukraine conflict fundraising and humanitrain support. These emails are related to scam activity and delivering Remcos RAT., MEDIUM,2022-03-14, Yes
Infostealer Distributed via YouTube, ASEC, https://asec.ahnlab.com/en/32499/, ASEC researchers has discovered an Infostealer being distributed voa YouTube. The threat actor disguised the malware as a game hack and uploaded the video on YouTube with dowload link of the malware., LOW,2022-03-14, Yes
Sockbot in GoLand, Security Joes, https://secjoes-reports.s3.eu-central-1.amazonaws.com/Sockbot%2Bin%2BGoLand.pdf, Security Joes incident response team responded to malicious activity in one of their clients' network infrastructure. During the investigation it was discovered that the threat actors used two customized GoLang-compiled Windows executables “lsassDumper” and “Sockbot” to perform the attack., MEDIUM,2022-03-14, Yes
Online Contact forms delivering BazarLoader, Abnormal, https://abnormalsecurity.com/blog/bazarloader-contact-form, Cybercriminals are always looking for new ways to targets users  Researchers at Abnormal Security has identified attacks targeting users through an online contact form. They also observed that these attacks leads to deliverying BazarLoader malware., MEDIUM,2022-03-11, Yes
LazyScripter APT H-Worm campaign, Lab52, https://lab52.io/blog/very-very-lazy-lazyscripters-scripts-double-compromise-in-a-single-obfuscation/, Researchers at Lab52 has tracked the activity of LazyScripter APT and discovered a new malware and new elements of infrastructure under LazyScripter arsenal. Further analysing the LazyScripter malware  they found the usage of popular and open source online obfuscating tool for scripts  which would inject their own downloader for njRAT., MEDIUM,2022-03-11, Yes
